title,description,bedrooms,bathrooms,toilets,location,city,price
Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"7th Ave A1 Close . Alakija, Festac, Amuwo Odofin, Lagos",Odofin,1500000
Premium 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,3,"Ikoyi, Lagos",Ikoyi,18000000
Brand New 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Badore, Ajah, Lagos",Ajah,1300000
"Brand New, Fully Serviced & Luxuriously Finished 3 Bedroom Flat Withbq",3 bedroom flat / apartment for rent,3,3,4,"Shoreline Drive, Off Banana Island Road, Ikoyi, Lagos",Ikoyi,10000000
Luxury 3 Bedroom Duplex With Bq,3 bedroom flat / apartment for rent,3,4,4,"Royal Garden Estate, Ajah, Lagos",Ajah,3000000
Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,2,"United Estate, Sangotedo, Ajah, Lagos",Ajah,1600000
Spacious Two Bedrooms Apartment,2 bedroom flat / apartment for rent,2,3,3,"After Lbs, Ajah, Lagos",Ajah,1400000
Room And Palour,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Iba, Ojo, Lagos",Ojo,250000000
Well Finished & Spacious Three (3) Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Sangotedo, Ajah, Lagos",Ajah,1800000
"Luxury 3 Bedrooms With Pool Table, 24 Hours Power, Wifi Etc",3 bedroom flat / apartment for rent,3,3,4,"Dideolu Estate, Victoria Island (VI), Lagos",Victoria Island,6000000
"Decent 3 Bedrooms Up Flat,m 3t 3b All Tiled",3 bedroom flat / apartment for rent,3,2,3,"Trem Chruch Residential Area Obanikoro/anthony, Anthony, Maryland, Lagos",Maryland,1500000
Shared Apartment,Self contain (single rooms) for rent,0,1,1,"Bera Estate, Lekki Phase 2, Lekki, Lagos",Lekki,1200000
Newly Built 3 Bedroom Flat Highly Attractive,3 bedroom flat / apartment for rent,3,3,4,"Tera Anex Estate Before Sangotedo Beside Golden Park, Sangotedo, Ajah, Lagos",Ajah,1200000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Nice And Standard Self Contained,Self contain (single rooms) for rent,0,1,1,"Osapa London, Osapa, Lekki, Lagos",Lekki,950000
Brand New 3 Bedrooms Serviced Apartment,3 bedroom flat / apartment for rent,3,4,4,"Hope Gardens [email protected] Blenco Shopping Mall., Sangotedo, Ajah, Lagos",Ajah,1800000
Luxury 3 Bedrooms Flat,3 bedroom flat / apartment for rent,3,2,3,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Lekki,10000000
Brand New Fully Serviced 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Lekki Right Phase One, Lekki, Lagos",Lekki,5000000
Elegance 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Adekunle, Yaba, Lagos",Yaba,1400000
A Well Spacious One Bedroom Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Majek, Sangotedo, Ajah, Lagos",Ajah,550000
Fully Serviced 2 Bedroom Flat + Bq,2 bedroom flat / apartment for rent,2,2,3,"Ikate Elegushi, Lekki, Lagos",Lekki,3700000
"2 Bedrooms Flat, Upstairs",2 bedroom flat / apartment for rent,2,2,3,"Off Orchid Road, Eleganza Bus-stop, Lekki, Lagos",Lekki,1700000
Newly Built,2 bedroom flat / apartment for rent,2,2,3,"Back Gate Of Goodnews Estate, Sangotedo, Ajah, Lagos",Ajah,900000
Newly Built 2 Bedroom,2 bedroom flat / apartment for rent,2,3,3,"Genesis Estate Modern Day Estate Aboru, Abule Egba, Agege, Lagos",Agege,800000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Eputu, Ibeju Lekki, Lagos",Lekki,650000
3 Bedroom Flat (all Ensuite) With A Room Bq For Expatriate,3 bedroom flat / apartment for rent,3,3,4,"Awuse Estate, Opebi, Ikeja, Lagos",Ikeja,3000000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,1,"Awuse Estate, Opebi, Ikeja, Lagos",Ikeja,1600000
Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,1,"Daniel Makinde Street, Ikosi, Ketu, Lagos",Ketu,650000
4 Bedroom Flat (all Ensuite) With Guest Toilet,4 bedroom flat / apartment for rent,4,4,5,"Allen, Ikeja, Lagos",Ikeja,2500000
Luxury Finished 4 Bedroom Maisonette,4 bedroom flat / apartment for rent,4,4,5,"Ikoyi, Lagos",Ikoyi,15000000
Outstanding Top Floor Luxury 5 Bedroom Apartment +2bq Etc,5 bedroom flat / apartment for rent,5,4,6,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,20000000
3 Bedroom Flat (all Ensuite) With Guest Toilet For Expatriate,3 bedroom flat / apartment for rent,3,3,4,"Allen, Ikeja, Lagos",Ikeja,2500000
Brand New Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Ajah, Lagos",Ajah,1700000
Fully Serviced Brand New 2 Bedroom Apartment With A Bq Available,2 bedroom flat / apartment for rent,2,2,3,"Ikate, Lekki Phase 2, Lekki, Lagos",Lekki,3700000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
3 Bedrooms,3 bedroom flat / apartment for rent,3,2,3,"1004 Estate, Victoria Island (VI), Lagos",Victoria Island,6000000
2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Ilasan, Lekki, Lagos",Lekki,3000000
Newly Built A Room Self Contained,Self contain (single rooms) for rent,0,1,1,"Eleganza Gardens Opposite Vgc, Lekki Expressway, Lekki, Lagos",Lekki,800000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Gra, Amuwo Odofin, Lagos",Odofin,1100000
Newly Built Miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"7th Avenue A1 Close Alakija, Festac, Amuwo Odofin, Lagos",Odofin,1000000
Newly Built 2 Bedroomflat,2 bedroom flat / apartment for rent,2,2,3,"7th Ave A1 Close Alakija, Festac, Amuwo Odofin, Lagos",Odofin,1500000
"Ocean Facing 3 Bedrooms Apartment + Bq + Tennis Court + Gym + Pool, Etc",3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,13500000
"Service 3 Bedroom Flat, Spacious With All Rooms Ensuite And Guest Toil",3 bedroom flat / apartment for rent,3,2,3,"Off Gbagada General Hospital Road, Gbagada, Lagos",Gbagada,3000000
Very Clean & Spacious Serviced 1-bedroom Apartment/miniflat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Freedom Way, Ikate, Lekki Phase 1, Lekki, Lagos",Lekki,2500000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Road 5 Goodnews Estate, Sangotedo, Ajah, Lagos",Ajah,900000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Cannanland Estate, Ajah, Lagos",Ajah,600000
Fully Serviced 4 Bedroom Apartment + Bq + Swimming Pool & Gym,4 bedroom flat / apartment for rent,4,4,5,"Victoria Island (VI), Lagos",Victoria Island,15000000
Fully Serviced Two Bedroom Apartment Available,2 bedroom flat / apartment for rent,2,2,2,"Lekki Phase 1, Lekki, Lagos",Lekki,4500000
Luxury And Well Built 2 Bedroom With Visitors Toilet,2 bedroom flat / apartment for rent,2,2,2,"Abule Oja, Yaba, Lagos",Yaba,1700000
Luxury Mini Flat,1 bedroom flat / apartment for rent,1,1,1,"Ikoyi, Lagos",Ikoyi,4000000
Fully Serviced Flat,3 bedroom flat / apartment for rent,3,3,3,"Milverton Estate, Osapa, Lekki, Lagos",Lekki,3500000
3 Bedroom Flat With 1 Room Bq,3 bedroom flat / apartment for rent,3,3,4,"Banana Island, Ikoyi, Lagos",Ikoyi,15000000
2 Bedroom Serviced Apartment,2 bedroom flat / apartment for rent,2,2,3,"Petrocam Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,4500000
Neat And Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Silverlamd Estate, Ajah, Lagos",Ajah,1000000
Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5500000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,4000000
Premium Fully Serviced 2 Bedroom Apartment With Swimming Pool,2 bedroom flat / apartment for rent,2,2,3,"Ikate, Lekki, Lagos",Lekki,4000000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Second Avenue, Ikoyi, Lagos",Ikoyi,16000000
2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Osapa London, Lekki, Lagos",Lekki,3000000
Brand New 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,3,"Close To Nicon Estate, Ikate, Lekki, Lagos",Lekki,2500000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,5,3,"4 Street Estate, Awoyaya, Ibeju Lekki, Lagos",Lekki,850000
Well Maintained Mini Flat In A Gated Estate,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Eleganza Gardens Opposite Vgc, Lekki Expressway, Lekki, Lagos",Lekki,1500000
Newly Built Luxury 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Yaba, Lagos",Yaba,1500000
4 Bedroom Flat With 1room Bq,4 bedroom flat / apartment for rent,4,4,5,"Banana Island, Ikoyi, Lagos",Ikoyi,10000000
Lovely Fully Serviced Roomself Apartment With Private Balcony,Self contain (single rooms) for rent,0,1,1,"Abule Oja, Yaba, Lagos",Yaba,650000
Premium & Central Newly Built 3 Bedroom Apartment + Bq+pool+gym Etc,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Old Ikoyi, Ikoyi, Lagos",Ikoyi,12500000
Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
Serviced 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Orchid Road, Lekki Expressway, Lekki, Lagos",Lekki,2600000
Fully Serviced 3 Bedroom Apartment With B.q,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
3 Bedroom Serviced Apartment,3 bedroom flat / apartment for rent,3,4,4,"Oniru Palace, Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
Exquisitely Finished Brand New Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Gra, Ikota, Lekki, Lagos",Lekki,3000000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Oniru Extension, Victoria Island Extension, Victoria Island (VI), Lagos",Victoria Island,4000000
Exquisitely Self Serviced Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Ikota Villa Estate, Ikota, Lekki, Lagos",Lekki,2300000
Fully Serviced 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Phase One, Lekki, Lagos",Lekki,4000000
Lovely,2 bedroom flat / apartment for rent,2,1,2,"Parkview, Ikoyi, Lagos",Ikoyi,4500000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Grandiose 2 Bedroom Apartment With Excellent Facilities,2 bedroom flat / apartment for rent,2,2,3,"Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Well Finished 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Oke Ira, Ado Road, Ajah, Lagos",Ajah,600000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Igbo Efon, Lekki, Lagos",Lekki,900000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Amuwo Odofin Gra, Amuwo Odofin, Lagos",Odofin,1700000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Ago Palace, Isolo, Lagos",Isolo,1000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ago Palace, Isolo, Lagos",Isolo,800000
2 Bedroomflat,2 bedroom flat / apartment for rent,2,3,3,"Ago Palace, Isolo, Lagos",Isolo,1100000
2 Bedrooms Flat,2 bedroom flat / apartment for rent,2,2,3,"Amuwo Odofin, Lagos",Odofin,1500000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Amuwo Odofin, Lagos",Odofin,800000
2 Bedroom Upstairs,2 bedroom flat / apartment for rent,2,2,3,"Abijo, Femi Coker, Ajah, Lagos",Ajah,450000
Just Out ~brand New Luxury 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,"Banana Island, Ikoyi, Lagos",Ikoyi,15000000
"Luxury Room, Shared Apartment",Self contain (single rooms) for rent,0,1,1,"Idado Estate, Lekki, Lagos",Lekki,550000
"Beautiful Luxury Spacious 3 Bedroom Ensuite, Well Guarded Non Flooded.",3 bedroom flat / apartment for rent,3,3,4,"Sangotedo, Ajah, Lagos",Ajah,1600000
Spacious Fully Serviced 3 Bedroom Apartment Available,3 bedroom flat / apartment for rent,3,3,4,"Lafaji Orchid, Lekki Phase 2, Lekki, Lagos",Lekki,2600000
Beautifully Finished Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Greenville Estate, Badore, Ajah, Lagos",Ajah,1300000
Luxury 3 Bedroom Flats In A Serene Neighbourhood,3 bedroom flat / apartment for rent,3,2,3,"Jibrin Estate,, Olokonla, Ajah, Lagos",Ajah,1300000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"25 Str Lsb Road, Olokonla, Ajah, Lagos",Ajah,2000000
2 Bedrooms Flat. Downstairs,2 bedroom flat / apartment for rent,2,2,3,"Opposite Lbs, Ajah, Lagos",Ajah,900000
A Nice 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Alasia Opposite Lbs, Alasia, Ajah, Lagos",Ajah,700000
1 Room,1 bedroom flat / apartment for rent,1,1,1,"Megamound Estate, Ikota, Lekki, Lagos",Lekki,500000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Very Spacious 3 Bedroom Flat In An Estate,3 bedroom flat / apartment for rent,3,3,4,"Badore, Ajah, Lagos",Ajah,950000
Self-contained,Self contain (single rooms) for rent,0,1,1,"Ologolo, Lekki, Lagos",Lekki,800000
Luxury Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Bera Estate Chevron, Lekki, Lagos",Lekki,1700000
Serviced 3-units Of 3-bedroom Apartmentse With Pool,3 bedroom flat / apartment for rent,3,3,4,"Macpherson, Ikoyi-lagos, Ikoyi, Lagos",Ikoyi,8000000
4 Bedroom Apartment,4 bedroom flat / apartment for rent,4,4,4,"Victoria Island (VI), Lagos",Victoria Island,15000000
Beautiful 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,2,"Thera Annex., Sangotedo, Ajah, Lagos",Ajah,1600000
Brand New Serviced 4-bedroom Flat With 24-hrs Light,4 bedroom flat / apartment for rent,4,4,5,"Off Banana Island Road., Ikoyi, Lagos",Ikoyi,10000000
Serviced Luxury 3-bedroom Penthouse With 24-hrs Light + Gym & Pool,3 bedroom flat / apartment for rent,3,3,4,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,15000000
"Luxury 3 Bedroom With Restaurants, World Class Swimming Pool.",3 bedroom flat / apartment for rent,3,3,4,"Eko Pearl, Eko Atlantic City, Lagos",Eko Atlantic City,22000000
Luxury 3 Bedroom With Sea View,3 bedroom flat / apartment for rent,3,3,4,"Eko Pearl, Eko Atlantic City, Lagos",Eko Atlantic City,25000000
Luxury 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Eko Pearl, Eko Atlantic City, Lagos",Eko Atlantic City,24000000
Brand New Serviced 3-bedroom Flat With 24-hrs Light,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,6000000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Eko Pearl, Eko Atlantic City, Lagos",Eko Atlantic City,26000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"5 Street Aptech Road Estate, Sangotedo, Ajah, Lagos",Ajah,1000000
4 Bedroom Terrace,4 bedroom flat / apartment for rent,4,4,5,"Ikate Elegushi, Lekki, Lagos",Lekki,21000000
2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,"7 Str Road Aptech Road Estate, Sangotedo, Ajah, Lagos",Ajah,1600000
Room Self Contained,Self contain (single rooms) for rent,0,1,1,"Off Ogudu Road, Ogudu, Lagos",Ogudu,500000
Luxury 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Eko Atlantic, Eko Pearl, Victoria Island (VI), Lagos",Victoria Island,32400000
Exquisitely Finished & Serviced 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Ikota Gra, Ikota, Lekki, Lagos",Lekki,2500000
Luxurious 4 Units Of 3 Bedroom And 1 Unit Of 5 Bedrooms Penthouse,3 bedroom flat / apartment for rent,3,3,4,"Victoria Island (VI), Lagos",Victoria Island,12000000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Newly Built 3 Bedroom Flat With A Bq,3 bedroom flat / apartment for rent,3,3,4,"Off Bourdillion, Ikoyi, Lagos",Ikoyi,10000000
Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,6000000
Very Decent 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,"Off Ishaga Road Idi Araba, Idi Araba, Surulere, Lagos",Surulere,700000
Luxury 3 Bedroom Maisonette Pent House,3 bedroom flat / apartment for rent,3,3,4,"Ikate Elegushi, Lekki, Lagos",Lekki,5000000
Newly Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ijesha, Surulere, Lagos",Surulere,500000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,3500000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Ikate Elegushi, Lekki, Lagos",Lekki,4000000
Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Adeniyi Jones, Ikeja, Lagos",Ikeja,2500000
2 Bedroom Penthouse Apartment,2 bedroom flat / apartment for rent,2,2,3,"Banana Island, Ikoyi, Lagos",Ikoyi,11000000
Luxury And Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Millenuim Estate, Maryland, Lagos",Maryland,3000000
Brand New Mini Flat Available,1 bedroom flat / apartment for rent,1,1,1,"After Skymall, Sangotedo, Ajah, Lagos",Ajah,1000000
4 Units Of 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Off Adeola Odeku, Victoria Island (VI), Lagos",Victoria Island,14000000
1 Unit Of 3 Bedroom Maisonette,3 bedroom flat / apartment for rent,3,3,4,"Off Ahmadu Bello Way, Victoria Island (VI), Lagos",Victoria Island,11000000
Neatly Used 4 Bedrooms Terrace With A Room Bq,4 bedroom flat / apartment for rent,4,4,5,"Abiola Court 2, Osapa, Lekki, Lagos",Lekki,4500000
2 Bedroom Maisonette,2 bedroom flat / apartment for rent,2,2,3,"Yaba, Lagos",Yaba,2500000
Executive 3 Bedroom Terrace Duplex With Bq,3 bedroom flat / apartment for rent,3,2,4,"Chevron, Lekki, Lagos",Lekki,3000000
Beautiful & Spacious Fully Detached 5 Bedroom Duplex With Penthouse & Bq,5 bedroom flat / apartment for rent,5,5,6,"Ilasan, Lekki, Lagos",Lekki,6000000
Newly Built And Superb Block Of 6 Flat 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,"Anu Crescent Off, Badore, Ajah, Lagos",Ajah,1500000
Decent 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,"Langbassa, Ajah, Lagos",Ajah,800000
Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Favoured Estates, Lekki Phase 2, Lekki, Lagos",Lekki,2800000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
2 Bedroom Office Space,2 bedroom flat / apartment for rent,2,1,1,"Oniru, Victoria Island (VI), Lagos",Victoria Island,3500000
Luxury Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lekki, Lagos",Lekki,2800000
"Brand New Luxury 5 Bedroom Semi Detached Duplex With Bq,",5 bedroom flat / apartment for rent,5,6,6,"Sangotedo, Ajah, Lagos",Ajah,3000000
Lovely 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Wilmer Street Isheri Magodo, GRA Phase 1, Magodo, Lagos",Magodo,1000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lekki Phase 1, Lekki, Lagos",Lekki,2400000
1 Bedrooms Mini Flat,1 bedroom flat / apartment for rent,1,1,1,"Agungi, Lekki, Lagos",Lekki,1200000
Newly Built 3 Bedroom,3 bedroom flat / apartment for rent,3,3,4,"Oniru Estate, Oniru, Victoria Island (VI), Lagos",Victoria Island,6000000
"Luxury 3 Bedroom Flat, Now Available",3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,7500000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Jubilee Estate, Abraham Adesanya Housing Estate, Ajah, Lagos",Ajah,1500000
1 Room,1 bedroom flat / apartment for rent,1,1,1,"Redworth Estate, Ikate Elegushi, Lekki, Lagos",Lekki,600000
3 Bedroom Serviced Apartment,3 bedroom flat / apartment for rent,3,3,4,"Abacha Estate, Old Ikoyi, Ikoyi, Lagos",Ikoyi,6000000
Shared Apartment,Self contain (single rooms) for rent,0,1,1,"Badore, Ajah, Lagos",Ajah,300000
Luxury Massive Brand Newly Built Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ikoyi, Lagos",Ikoyi,4000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Jakande, Lekki, Lagos",Lekki,1200000
Luxury 3 Bedroom Serviced Apartment With A Room B.q,3 bedroom flat / apartment for rent,3,3,4,"Off Ligali Ayorinde Street, Victoria Island (VI), Lagos",Victoria Island,15000000
"Nice 4 Bedroom Flat, All Rooms Ensuite With Bq",4 bedroom flat / apartment for rent,4,4,5,"Surulere, Lagos",Surulere,3200000
Brand New 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Osapa London, Lekki, Lagos",Lekki,3500000
Shared Apartment,Self contain (single rooms) for rent,0,1,1,"Osapa London, Osapa, Lekki, Lagos",Lekki,500000
Sharp And Spacious 3 Bedroom Apartment (self Serviced / Upstairs),3 bedroom flat / apartment for rent,3,3,4,"Off Admiralty, Close To Ikoyi Link Bridge, Lekki, Lagos",Lekki,4000000
3 Bedroom Flat,3 bedroom flat / apartment for rent,3,4,4,"Off Road 2, Ikota, Lekki, Lagos",Lekki,2500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
A 4 Bedroom Maisonette,4 bedroom flat / apartment for rent,4,5,5,"Off Queens Drive, Old Ikoyi, Ikoyi, Lagos",Ikoyi,15000000
Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Greenland Estate, Ogombo, Ajah, Lagos",Ajah,1300000
A Luxurious 3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,4,4,"Fabian Court, Old Ikoyi, Ikoyi, Lagos",Ikoyi,12000000
A Lovely 3 Bedroom Flat With A Bq,3 bedroom flat / apartment for rent,3,4,4,"Fabian Court, Ikoyi, Lagos",Ikoyi,12000000
"Luxurious 2 Bedroom Flat, Upstairs",2 bedroom flat / apartment for rent,2,2,3,"Osapa, Lekki, Lagos",Lekki,2000000
Executive 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Aboru, Iyana Ipaja, Ipaja, Lagos",Ipaja,750000
2 Bedroom Bungalow,2 bedroom flat / apartment for rent,2,2,3,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
Luxury Room Self Contained,Self contain (single rooms) for rent,0,1,1,"Soluyi, Gbagada, Lagos",Gbagada,600000
Clean 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Mobil Road, Ajah, Lagos",Ajah,1000000
A Brand New Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Lbs Lekki Ajah., Lekki Phase 2, Lekki, Lagos",Lekki,1000000
3 Bedrooms,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Elegant 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Spg Road, Ologolo, Lekki, Lagos",Lekki,3000000
Nicely Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Well Maintained Serviced 2 Bedroom Flat In A Call-to-access Estate,2 bedroom flat / apartment for rent,2,2,3,"Osapa London, Lekki, Lagos",Lekki,3000000
Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,"Ikorodu, Lagos",Ikorodu,700000
Newly Built 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,"Ibeshe, Ikorodu, Lagos",Ikorodu,450000
5 Unit Of 3 Bedroom Flat Available,3 bedroom flat / apartment for rent,3,3,3,"Olubunmi Rotimi, Lekki Phase 1, Lekki, Lagos",Lekki,6000000
A Spacious Mini Flat (1 Bedroom Apartment),1 bedroom mini flat (room and parlour) for rent,1,1,1,"Thera Annex Estate, Sangotedo, Ajah, Lagos",Ajah,750000
"Newly Built Room And Parlour, Upstairs",1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Orchid Road, Eleganza Toll Gate, Lekki, Lagos",Lekki,1600000
Newly Built Two Bedroom Flat,2 bedroom flat / apartment for rent,2,1,3,"Harmony Estate, Oke Ira Nla, Ajah, Lagos",Ajah,700000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Luxury 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Eko Atlantic City, Lagos",Eko Atlantic City,20000000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,2,2,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,43660072
Newly Built 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Lamgbasa, Ajah, Lagos",Ajah,800000
Very Big A Room Self Contained,Self contain (single rooms) for rent,0,1,1,"Shapati, Bogije, Ibeju Lekki, Lagos",Lekki,250000
