title,description,bedrooms,bathrooms,toilets,location,city,price
Tastefully Finished 3 Bedroom Flat In A Serene Environment,3 bedroom flat / apartment for rent,3,2,3,"Akesan, Off Lasu Igando Expressway, Igando., Akesan, Alimosho, Lagos",Alimosho,600000
Newly Built 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"GRA Phase 1, Magodo, Lagos",Magodo,2000000
3 Bedroom Service Flat,3 bedroom flat / apartment for rent,3,3,4,"Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,5500000
5 Bedroom Fully Detached Duplex With A Room Bq.,5 bedroom flat / apartment for rent,5,4,5,"GRA, Isheri North, Lagos",North,3000000
Brand New 2 Bedrooms. Upstairs,2 bedroom flat / apartment for rent,2,2,3,"Abijo, Uba Estate, Ajah, Lagos",Ajah,800000
"Brand New 2 Bedroom, Upstairs",2 bedroom flat / apartment for rent,2,2,3,"Abijo, Victory Villa Estate, Ajah, Lagos",Ajah,700000
Brand New Fully Serviced 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,"Ikate By Palm Springs Road, Lekki, Lagos",Lekki,4000000
Luxury Two Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,"Lbs, Ajah, Lagos",Ajah,1650000
Luxury 3 Bedroom Apartment + Tennis + Bq,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,7500000
Fully Serviced 2 Bedroom,2 bedroom flat / apartment for rent,2,2,3,"Ikota By Lekki County, Lekki, Lagos",Lekki,2200000
"Top Rated 4 Bedroom Apartment +2 Bq, Pool",4 bedroom flat / apartment for rent,4,4,5,"Central, Old Ikoyi, Ikoyi, Lagos",Ikoyi,16000000
Large Studio Apartments Available,Self contain (single rooms) for rent,0,1,1,"Jakande, Lekki, Lagos",Lekki,1300000
Brand New Block Of Bedroom Flat In A Mini Estate,3 bedroom flat / apartment for rent,3,3,4,"Mobile Road., Ajah, Lagos",Ajah,1700000
Spacious Executive 1 Bedroom Studio Apartment,Self contain (single rooms) for rent,0,1,1,"Ologolo, Lekki, Lagos",Lekki,1100000
A Luxury And Fully Furnished 3 Bedroom Apartment With A Room Bq,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,8000000
A Fully Serviced 3 Bedroom Flat With A Room Bq,3 bedroom flat / apartment for rent,3,3,3,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,7500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
"Fully Serviced 3 Bedrooms Apartment, Down Floor, 3 In A Compound.",3 bedroom flat / apartment for rent,3,3,4,"Ikeja GRA, Ikeja, Lagos",Ikeja,3500000
Lovely 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Aptech, Sangotedo, Ajah, Lagos",Ajah,812500
Spacious 3 Bedroons,3 bedroom flat / apartment for rent,3,3,3,"Right Hand Side By Pinnacle Petrol, Lekki Phase 1, Lekki, Lagos",Lekki,4000000
Luxury Serviced 3 Bedroom Flat With 24 Hours Light,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Fantastic One Bedroom Apartment,1 bedroom mini flat (room and parlour) for rent,1,1,1,"18, Protea Street Opposite Abraham Adesanya Estate, Ajah, Lagos",Ajah,1200000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikate, Lekki, Lagos",Lekki,5000000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Isheri, GRA Phase 1, Magodo, Lagos",Magodo,600000
Spacious 2 Bedrooms Serviced Apartment,2 bedroom flat / apartment for rent,2,2,2,"Shonibare Estate, Ikeja, Lagos",Ikeja,12000000
Modern 2 Bedroom Apartment With Sea View,2 bedroom flat / apartment for rent,2,2,2,"Off Remi Olowude Street, Oniru, Victoria Island (VI), Lagos",Victoria Island,20000000
Luxury 3 Bedroom Flat With A Bq,3 bedroom flat / apartment for rent,3,3,4,"Victoria Island (VI), Lagos",Victoria Island,9000000
3 Bedroom Flat With Bq (dynamic),3 bedroom flat / apartment for rent,3,3,4,"Ikate, Lekki, Lagos",Lekki,5000000
A Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Badore, Ajah, Lagos",Ajah,1100000
Well Maintained Serviced 3 Bedroom Flat With 24 Hours Light,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
Newly Built Serviced 3-bedroom Flat With 24-hrs Light,3 bedroom flat / apartment for rent,3,3,4,"Lekki Right, Lekki Phase 1, Lekki, Lagos",Lekki,5500000
Love 3 Bedroom Flat In A Good Environment,3 bedroom flat / apartment for rent,3,2,3,"Off St Finbarrs Road, Akoka, Yaba, Lagos",Yaba,1300000
Spacious Massive 4 Bedroom Fully Detached With Bq Apartments,4 bedroom flat / apartment for rent,4,4,5,"Elevation Church Salem, Ikate, Lekki, Lagos",Lekki,6000000
Luxury 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Bella Vista, Banana Island, Ikoyi, Lagos",Ikoyi,15000000
Brand New Luxury 3 Bedroom Apartment With B/q,3 bedroom flat / apartment for rent,3,3,4,"Glover Road, Ikoyi, Lagos",Ikoyi,12500000
Lovely Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Olowora, Omole Phase 2 Extension, Ikeja, Lagos",Ikeja,850000
Modern And Newly Built Two Bedroom Flat Available,1 bedroom flat / apartment for rent,1,1,1,"Peace Estate, Soluyi, Gbagada, Lagos",Gbagada,1500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Ologunfe, Awoyaya, Ibeju Lekki, Lagos",Lekki,750000
Newly Built 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"GRA Phase 1, Magodo, Lagos",Magodo,2000000
Newly Built Luxury 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,4,3,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,10000000
Luxury 4 Bedroom Apartment,4 bedroom flat / apartment for rent,4,4,5,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,16000000
Brand New 3 Bedrooms,3 bedroom flat / apartment for rent,3,3,4,"Bogije, Ibeju Lekki, Lagos",Lekki,900000
Newly Built 3 Bedrooms Apartment,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,15000000
Spacious 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Parkview, Ikoyi, Lagos",Ikoyi,4500000
Super Dope Room And Palour,1 bedroom flat / apartment for rent,1,1,1,"Majek, Sangotedo, Ajah, Lagos",Ajah,600000
2 Bedroom Flat With All Room Ensuite,2 bedroom flat / apartment for rent,2,3,3,"Frank Admiral, Omole Phase 1, Ikeja, Lagos",Ikeja,2000000
Amazing Built 2 Bedroom Flat With Fitted Kitchen Now Available,2 bedroom flat / apartment for rent,2,2,3,"Ayodele Awodeyi Close, Osapa, Lekki, Lagos",Lekki,3000000
Luxury Two Bedroom Apartment,2 bedroom flat / apartment for rent,2,3,3,"Peaceville Estate Blenco Supermarket, Ajah, Lagos",Ajah,1600000
Commercial Property With 1 Bq Now Available,3 bedroom flat / apartment for rent,3,3,4,"Ikate, Lekki, Lagos",Lekki,7250000
Luxury 3 Bedroom Flat With All Rooms Ensuite,3 bedroom flat / apartment for rent,3,3,4,"Lekki Palm City Estate Off Ado Road, Ajah, Lagos",Ajah,2500000
Luxury Finished 3 Bedroom Apartment In A Gated Estate,3 bedroom flat / apartment for rent,3,3,3,"Victory Park Estate, Osapa, Lekki, Lagos",Lekki,3000000
Luxury 1 Bedroom Apartment.,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ikate Elegushi, Lekki, Lagos",Lekki,2200000
7 Nos Of 3 Bedroom Flats (all Ensuite) With A Room Bq Each,3 bedroom flat / apartment for rent,3,3,4,"Shonibare Estate, Maryland, Lagos",Maryland,3500000
2 Bedroom Brand New Flat With Guest Toilet,2 bedroom flat / apartment for rent,2,1,2,"Obawole, Ifako-Ijaiye, Lagos",Ifako-Ijaiye,1100000
3 Bedroom Brand New And Furnished Flat (all Ensuite),3 bedroom flat / apartment for rent,3,3,4,"Off Toyin Street, Ikeja, Lagos",Ikeja,4500000
Nice Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"GRA Phase 1, Magodo, Lagos",Magodo,1300000
3 Bedroom Flat (all Ensuite),3 bedroom flat / apartment for rent,3,3,4,"GRA Phase 2, Magodo, Lagos",Magodo,3500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,4,4,"Off Banana Island Road, Ikoyi, Lagos",Ikoyi,12000000
"Luxury Executive Mini Flat, Upstairs",1 bedroom mini flat (room and parlour) for rent,1,1,1,"Jakande, Lekki, Lagos",Lekki,1200000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ogombo, Ajah, Lagos",Ajah,600000
Exquisite 4 Bedroom Apartment Now Available,4 bedroom flat / apartment for rent,4,4,5,"Banana Road, Ikoyi, Lagos",Ikoyi,10000000
Modern Built 3 Bedroom Flat Now Available,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,12000000
Luxury 2 Bedrooms,2 bedroom flat / apartment for rent,2,3,3,"Agungi Estate, Lekki, Lagos",Lekki,2300000
Luxury 2 Bedrooms Flats,2 bedroom flat / apartment for rent,2,3,3,"Agungi Estate, Lekki, Lagos",Lekki,2500000
Newly Built And Modern One Room Self Contained,Self contain (single rooms) for rent,0,1,1,"Off Diya Street, Ifako, Gbagada, Lagos",Gbagada,350000
Newly Built And Spacious Mini Flat Up And Down Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Diya Street, Ifako, Gbagada, Lagos",Gbagada,600000
Newly Built 3 Bedroom Serviced Apartment With A Room Bq,3 bedroom flat / apartment for rent,3,3,4,"Off Awolowo Road, Falomo, Ikoyi, Lagos",Ikoyi,7500000
Fully Furnished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,3,"Oniru, Victoria Island (VI), Lagos",Victoria Island,6500000
Newly Built Serviced Luxury 2 Bedroom Apartments/flat,2 bedroom flat / apartment for rent,2,1,2,"Banana Island, Ikoyi, Lagos",Ikoyi,12000000
Well Maintained Serviced Spacious 2 Bedrooms Apartment,2 bedroom flat / apartment for rent,2,2,3,"Osapa London, Lekki, Lagos",Lekki,2500000
Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,2,"Off Mobil Road, Ilaje, Ajah, Lagos",Ajah,1200000
Well Maintained 2 Units Of Serviced 3 Bedroom Apartment/flat,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
Well Maintained Serviced 3 Bedroom Apartment In A Gated Mini Estate,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,6000000
Fully Furnished Studio Apartment In A Great Location,1 bedroom flat / apartment for rent,1,1,1,"Ikoyi, Lagos",Ikoyi,3000000
A Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,3,3,"Atptec Before Novare Shoprite Mall, Lbs Lekki Ajah, Lekki Phase 2, Lekki, Lagos",Lekki,1200000
Newly Renovated Mini Flat With Storage Space,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Thomas Estate, Ajah, Lagos",Ajah,850000
"Nice And Spacious Mini Flat, Room And Parlour",1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ogombo, Ajah, Lagos",Ajah,500000
An Exquisite And Luxurious 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,15000000
Newly Built Well Finished 2 Bedroom Flat All Rooms Ensuite,2 bedroom flat / apartment for rent,2,2,3,"Idado, Lekki, Lagos",Lekki,3000000
"First Class, Exquisite And Tastefully Finished 2 Bedroom Flats.",2 bedroom flat / apartment for rent,2,2,3,"Giwa Aboru, Ayobo, Lagos",Ayobo,750000
1st Floor 3 Bedroom Apartment + Tennis+ Gym+swimming Pool,3 bedroom flat / apartment for rent,3,2,3,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,6000000
Serious Cash Ready Clients - 3 Bedroom Apartment + Bq+gym+pool Etc,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,6500000
Direct Cash Ready Clients - Luxury 4 Bedroom Apartment+tennis Court+gy,4 bedroom flat / apartment for rent,4,4,5,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,12000000
Deal On Private & Functional 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,2,"Banana Island Estate, Ikoyi, Lagos",Ikoyi,9000000
Executive 2 Bedrooms Apartment,2 bedroom flat / apartment for rent,2,2,3,"Olive Court Estate Addo Road, Ado, Ajah, Lagos",Ajah,850000
Brand New Tastefully Finished Magnificent 3 Bedroom Luxury Duplex,3 bedroom flat / apartment for rent,3,3,4,"Olive Court Estate Off Thomas Estate Road Addo, Ajah, Lagos",Ajah,2000000
Brand New Executive 2 Bedrooms Luxury Apartment,2 bedroom flat / apartment for rent,2,2,3,"Skyview Gardens Estate Addo Road, Ajah, Lagos",Ajah,900000
Upscale 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,4000000
Premium 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Victoria Island (VI), Lagos",Victoria Island,10000000
Beautiful And Newly Built Very Spacious,3 bedroom flat / apartment for rent,3,3,4,"Patron Hotel, Sangotedo, Ajah, Lagos",Ajah,1800000
Luxurious 3 Bedrooms Flat With 1 Room Bq,3 bedroom flat / apartment for rent,3,3,4,"Banana Island, Ikoyi, Lagos",Ikoyi,14000000
A Brand New Mini Room And Parlor,1 bedroom mini flat (room and parlour) for rent,1,1,1,"After Lbs By Blenco, Lekki Phase 2, Lekki, Lagos",Lekki,1000000
Fantastic 11th Floor Penthouse Deal! 4 Bedroom Apartment+bq,4 bedroom flat / apartment for rent,4,4,5,"Ocean Parade Estate, Banana Island, Ikoyi, Lagos",Ikoyi,26000000
Luxury 2 Bedroom Apartment In A Very Secured Environment Now.,2 bedroom flat / apartment for rent,2,2,3,"Peace Estate, Ogombo, Ajah, Lagos",Ajah,950000
Luxury 3 Bedroom Apartment Available,3 bedroom flat / apartment for rent,3,3,3,"Fara Park, Sangotedo, Ajah, Lagos",Ajah,2000000
Beautifully Furnished 3 Bedroom Flat With Swimming Pool,3 bedroom flat / apartment for rent,3,3,4,"Magbon Close, Old Ikoyi, Ikoyi, Lagos",Ikoyi,8000000
Room And Parlour,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Igbe Lara, Ijede, Lagos",Ijede,150000
Brand New 1 Bedroom Flat With Guest Toilet,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Sangotedo, Ajah, Lagos",Ajah,1200000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
A Brand New Mini Flat In A Good Estate,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Royal Palm Will Estate, Badore, Ajah, Lagos",Ajah,600000
Luxury Fully Serviced And Smart 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,5000000
Brand New 3 Bedroom Serviced Apartment,2 bedroom flat / apartment for rent,2,2,3,"Ikate, Off Freedom Way, Lekki, Lagos",Lekki,5000000
Mini Flat With Excellent Finishing,1 bedroom flat / apartment for rent,1,1,1,"Sangotedo, Ajah, Lagos",Ajah,800000
"Mini Flat, Newly Built",1 bedroom flat / apartment for rent,1,1,1,"Sangotedo, Ajah, Lagos",Ajah,800000
3 Bedroom Flat With Bq,3 bedroom flat / apartment for rent,3,3,4,"South West, Ikoyi, Lagos",Ikoyi,7500000
18 Nos Cheap & Executive 1 Bedroom Apartment (all For 1 Tenant),1 bedroom flat / apartment for rent,1,1,1,"Victoria Island (VI), Lagos",Victoria Island,3500000
Brand New 4 Bedroom Maisonette With A Bq,4 bedroom flat / apartment for rent,4,4,5,"Ikate, Ikate Elegushi, Lekki, Lagos",Lekki,6500000
"Top Of The Range 4 Bedroom Apartment+ 2 Bq, Pool, Gym",4 bedroom flat / apartment for rent,4,4,5,"Central Ikoyi, Old Ikoyi, Ikoyi, Lagos",Ikoyi,16000000
Shared Apartment,1 bedroom flat / apartment for rent,1,1,1,"Dockville Estate, Badore, Ajah, Lagos",Ajah,280000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ikoyi, Lagos",Ikoyi,3000000
3 Bedroom Apartment + Bq,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,8000000
Brand New And Beautifully Finished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"G.r.a, Abijo, Lekki, Lagos",Lekki,1200000
Spacious 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"First Unity Estate, By Cooperative Villa, Badore, Ajah, Lagos",Ajah,1300000
2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Lekki Phase 1, Lekki, Lagos",Lekki,3000000
New 3 Bedroom Flats,3 bedroom flat / apartment for rent,3,3,4,"Off Murtala Mohammed Way, Yaba, Lagos",Yaba,3000000
Beautifully Presented 6 Units 2 Bedroom Apartments,2 bedroom flat / apartment for rent,2,2,3,"Off Adeola Odeku, Victoria Island (VI), Lagos",Victoria Island,8000000
3 Bedroom Serviced Flat,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
Luxurious Finished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Victoria Island (VI), Lagos",Victoria Island,6500000
Newly Built Tastefully Finished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,4,4,"Gra 2, Ogudu, Lagos",Ogudu,3500000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Room Self Contained,Self contain (single rooms) for rent,0,1,1,"Ibidun Street, Ojuelegba, Surulere, Lagos",Surulere,400000
Spacious 3 Bedroom Apartment Along Interlocked Road,3 bedroom flat / apartment for rent,3,3,4,"Badore, Ajah, Lagos",Ajah,850000
Newly Built 2 Bedrooms Apartment,2 bedroom flat / apartment for rent,2,3,3,"Banana Island Road Ikoyi, Banana Island, Ikoyi, Lagos",Ikoyi,8000000
Luxury 3 Bedroom Flat Up Stair,3 bedroom flat / apartment for rent,3,4,4,"Oral Estate, Lekki, Lagos",Lekki,2500000
Newly Built Luxury 3 Bedroom Flat With A Bq,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,7000000
Luxury 3 Bedroom Flat With A Bq,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,5000000
Luxury Furnished 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Oniru, Victoria Island (VI), Lagos",Victoria Island,6500000
Clients With Ready Cash - Ultra Luxury 2 Bedroom Apartment+bq+tennis,2 bedroom flat / apartment for rent,2,2,3,"Central Ikoyi, Old Ikoyi, Ikoyi, Lagos",Ikoyi,16000000
Very Cheap 5 Bedroom Top Floor Apartment + Pool + Gym Etc,5 bedroom flat / apartment for rent,5,5,5,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,20000000
The Perfect 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"After Lbs, Ajah, Lagos",Ajah,1550000
A Furnished Two 2 Bedrooms Flat With Bq Pool And Gym 24hrs Light,2 bedroom flat / apartment for rent,2,1,3,"Off Awolowo Road, Ikoyi, Lagos",Ikoyi,7000000
Luxury 6 Bedroom Duplex With A Tasteful Finish & Swimming Pool,6 bedroom flat / apartment for rent,6,7,7,"Noyle Place, Ogudu, Lagos",Ogudu,120000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Estate Road, Alapere, Ketu, Lagos",Ketu,700000
Lovely 2 Bedroom Flat In An Estate,2 bedroom flat / apartment for rent,2,2,3,"Mende, Maryland, Lagos",Maryland,2200000
Fully Serviced Three Bedroom Apartment Available,3 bedroom flat / apartment for rent,3,3,4,"Off Freedomway, Lekki Phase 1, Lekki, Lagos",Lekki,6000000
Luxury 3 Bedroom Flat Apartment With Bq,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,6000000
Premium 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Banana Island, Ikoyi, Lagos",Ikoyi,10500000
Premium 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ikoyi, Lagos",Ikoyi,10000000
Spacious Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Off Agungi Ajiran Road, Agungi, Lekki, Lagos",Lekki,1300000
Premium 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,13500000
"Renovated Block Of City View 4 Bedroom Apartments With Bq, Tennis, Squash",4 bedroom flat / apartment for rent,4,4,5,"Banana Island Estate, Banana Island, Ikoyi, Lagos",Ikoyi,13000000
Tastefully Finished Serviced 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Lekki Phase 1, Lekki, Lagos",Lekki,4000000
Fully Furnished 4 Bedroom Loft/ Penthouse,4 bedroom flat / apartment for rent,4,4,5,"Ikoyi, Lagos",Ikoyi,18000000
Executive Brand New Miniflat,1 bedroom flat / apartment for rent,1,1,1,"Ogba, Ikeja, Lagos",Ikeja,750000
Newly Built Tastefully Finished 3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,4,4,"Ogudu Gra 2, Ogudu, Lagos",Ogudu,3600000
Room In A Shared Apartment,Self contain (single rooms) for rent,0,1,1,"Lekki Scheme 2, Ajah, Lagos",Ajah,650000
Spacious 3 Bedroom Flat With A Bq;,3 bedroom flat / apartment for rent,3,3,4,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,15000000
Executive Brand New 3 Bedroom Flat,3 bedroom flat / apartment for rent,3,3,4,"Mutual Garden Estate, Awoyaya, Ibeju Lekki, Lagos",Lekki,1200000
Brand New 2 Bedroom Flat,2 bedroom flat / apartment for rent,2,2,3,"Mutual Garden Estate, Awoyaya, Ibeju Lekki, Lagos",Lekki,920000
Spacious 2 Bedroom Penthouse Flat,2 bedroom flat / apartment for rent,2,2,3,"Agungi, Lekki, Lagos",Lekki,2500000
Mini Flat,1 bedroom mini flat (room and parlour) for rent,1,1,1,"Ikoyi, Lagos",Ikoyi,2500000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ajah, Lagos",Ajah,1200000
3 Bedroom Apartment,3 bedroom flat / apartment for rent,3,3,4,"Ajah, Lagos",Ajah,2000000
Single Room Self-contained (shared Apartment),Self contain (single rooms) for rent,0,1,1,"Chevy View Estate, Chevron, Lekki, Lagos",Lekki,850000
Well Maintained 3 Bedroom Apartment In A Secured Estate,3 bedroom flat / apartment for rent,3,3,3,"Idado Estate, Lekki, Lagos",Lekki,2100000
"Serviced 2 Bedrooms Apartment, Upstairs",2 bedroom flat / apartment for rent,2,1,2,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,1700000
A Luxury And Superbly Finished 2 Bedroom Apartment,2 bedroom flat / apartment for rent,2,2,3,"Bourdillon, Ikoyi, Lagos",Ikoyi,14000000
A Brand New And Lovely 3 Bedroom Flat In A Secure Estate,3 bedroom flat / apartment for rent,3,3,4,"Ikota, Lekki, Lagos",Lekki,3500000
